accuracy,macro_p,macro_r,macro_f1,weighted_f1,f1_c0,f1_c1,f1_c2,recall_c2,model,run
0.8850574712643678,0.8193086703725001,0.741761081295965,0.7686159844054581,0.8801438462055522,0.9111111111111111,0.8947368421052632,0.5,0.4,GCN (edge-weighted),22
0.8620689655172413,0.7511337868480726,0.6665474060822898,0.6856728778467908,0.8514328550010709,0.8913043478260869,0.88,0.2857142857142857,0.2,GCN (edge-weighted),23
0.9080459770114943,0.9375901875901875,0.7007354402703241,0.7298141052930326,0.8945405968790829,0.9425287356321839,0.9135802469135802,0.3333333333333333,0.2,GCN (edge-weighted),24
0.9080459770114943,0.8331127497321485,0.7596501689524945,0.785077519379845,0.9031609195402299,0.9302325581395349,0.925,0.5,0.4,GCN (edge-weighted),25
0.9195402298850575,0.7862158167036215,0.7092824488173326,0.7260810071154898,0.9081299662155786,0.9425287356321839,0.95,0.2857142857142857,0.2,GCN (edge-weighted),26
0.8390804597701149,0.738562091503268,0.6494533889882727,0.669123259913117,0.8283045677893867,0.8723404255319149,0.8493150684931506,0.2857142857142857,0.2,GCN (edge-weighted),27
0.8735632183908046,0.9163011695906432,0.6750944146292984,0.7058497058497059,0.8604077914422742,0.9010989010989011,0.8831168831168831,0.3333333333333333,0.2,GCN (edge-weighted),28
0.8620689655172413,0.9126050420168067,0.6657523355197773,0.6972717398249313,0.8485279116240233,0.8936170212765957,0.8648648648648649,0.3333333333333333,0.2,GCN (edge-weighted),29
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),0
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),1
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),2
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),3
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),4
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),5
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),6
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),7
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),8
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),9
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,MLP (no graph),10
